10	5
10	15
10	25
10	35
10	45
10	55
10	65
10	75
10	85
10	95
10	105
10	115
10	125
10	135
10	145
10	155
10	165
10	175
10	185
10	195
10	205
10	215
10	225
10	235
10	245
10	255
10	265
10	275
10	285
10	295
10	305
10	315
10	325
10	335
10	345
10	355
20	360
20	349.412
20	338.824
20	328.235
20	317.647
20	307.059
20	296.471
20	285.882
20	275.294
20	264.706
20	254.118
20	243.529
20	232.941
20	222.353
20	211.765
20	201.176
20	190.588
20	180
20	169.412
20	158.824
20	148.235
20	137.647
20	127.059
20	116.471
20	105.882
20	95.2941
20	84.7059
20	74.1176
20	63.5294
20	52.9412
20	42.3529
20	31.7647
20	21.1765
20	10.5882
30	5.625
30	16.875
30	28.125
30	39.375
30	50.625
30	61.875
30	73.125
30	84.375
30	95.625
30	106.875
30	118.125
30	129.375
30	140.625
30	151.875
30	163.125
30	174.375
30	185.625
30	196.875
30	208.125
30	219.375
30	230.625
30	241.875
30	253.125
30	264.375
30	275.625
30	286.875
30	298.125
30	309.375
30	320.625
30	331.875
30	343.125
30	354.375
40	360
40	347.143
40	334.286
40	321.429
40	308.571
40	295.714
40	282.857
40	270
40	257.143
40	244.286
40	231.429
40	218.571
40	205.714
40	192.857
40	180
40	167.143
40	154.286
40	141.429
40	128.571
40	115.714
40	102.857
40	90
40	77.1429
40	64.2857
40	51.4286
40	38.5714
40	25.7143
40	12.8571
50	7.5
50	22.5
50	37.5
50	52.5
50	67.5
50	82.5
50	97.5
50	112.5
50	127.5
50	142.5
50	157.5
50	172.5
50	187.5
50	202.5
50	217.5
50	232.5
50	247.5
50	262.5
50	277.5
50	292.5
50	307.5
50	322.5
50	337.5
50	352.5
60	360
60	340
60	320
60	300
60	280
60	260
60	240
60	220
60	200
60	180
60	160
60	140
60	120
60	100
60	80
60	60
60	40
60	20
70	15
70	45
70	75
70	105
70	135
70	165
70	195
70	225
70	255
70	285
70	315
70	345
80	360
80	300
80	240
80	180
80	120
80	60
90	60
